1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
2459,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2460,OH,Ohio,4,H6OH04082,(I),Jim ,Jordan,"Jordan, Jim ",,R,"47,967",100.00%,,,"125,907",67.67%,,,,,W,
2461,OH,Ohio,4,n/a,,,,,Party Votes:,R,"47,967",,,,,,,,,,,
2462,OH,Ohio,4,H4OH04046,,Janet,Garrett,"Garrett, Janet",,D,"1,471",100.00%,,,"60,165",32.33%,,,,,,
2463,OH,Ohio,4,n/a,,,,,Party Votes:,D,"1,471",,,,,,,,,,,
2464,OH,Ohio,4,n/a,,,,,District Votes:,,"49,438",,,,"186,072",,,,,,,
2465,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2466,OH,Ohio,5,H8OH05036,(I),Bob,Latta,"Latta, Bob",,R,"42,288",100.00%,,,"134,449",66.46%,,,,,W,
2467,OH,Ohio,5,n/a,,,,,Party Votes:,R,"42,288",,,,,,,,,,,
2468,OH,Ohio,5,H4OH05043,,Robert L.,Fry,"Fry, Robert L.",,D,"16,460",100.00%,,,"58,507",28.92%,,,,,,
2469,OH,Ohio,5,n/a,,,,,Party Votes:,D,"16,460",,,,,,,,,,,
2470,OH,Ohio,5,H2OH05039 ,,Eric,Eberly,"Eberly, Eric",,LIB,395,100.00%,,,"9,344",4.62%,,,,,,
2471,OH,Ohio,5,n/a,,,,,Party Votes:,LIB,395,,,,,,,,,,,
2472,OH,Ohio,5,n/a,,,,,District Votes:,,"59,143",,,,"202,300",,,,,,,
2473,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2474,OH,Ohio,6,H0OH06189,(I),Bill,Johnson,"Johnson, Bill",,R,"30,799",100.00%,,,"111,026",58.23%,,,,,W,
2475,OH,Ohio,6,n/a,,,,,Party Votes:,R,"30,799",,,,,,,,,,,
2476,OH,Ohio,6,H4OH06074 ,,Jennifer ,Garrison,"Garrison, Jennifer ",,D,"22,359",72.95%,,,"73,561",38.58%,,,,,,
2477,OH,Ohio,6,H4OH06082,,Gregory D.,Howard,"Howard, Gregory D.",,D,"8,292",27.05%,,,,,,,,,,
2478,OH,Ohio,6,n/a,,,,,Party Votes:,D,"30,651",,,,,,,,,,,
2479,OH,Ohio,6,H4OH06090 ,,Dennis,Lambert,"Lambert, Dennis",,GRE,29,100.00%,,,"6,065",3.18%,,,,,,
2480,OH,Ohio,6,n/a,,,,,Party Votes:,GRE,29,,,,,,,,,,,
2481,OH,Ohio,6,n/a,,,,,District Votes:,,"61,479",,,,"190,652",,,,,,,
2482,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2483,OH,Ohio,7,H0OH18077 ,(I),Bob ,Gibbs,"Gibbs, Bob ",,R,"32,839",100.00%,,,"143,959",100.00%,,,,,W,
2484,OH,Ohio,7,n/a,,,,,Party Votes:,R,"32,839",,,,,,,,,,,
2485,OH,Ohio,7,n/a,,,,,District Votes:,,"32,839",,,,"143,959",,,,,,,
2486,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2487,OH,Ohio,8,H0OH08029 ,(I),John A.,Boehner,"Boehner, John A.",,R,"47,261",71.50%,,,"126,539",67.19%,,,,,W,
2488,OH,Ohio,8,H4OH08062,,J. D.,Winteregg,"Winteregg, J. D.",,R,"15,030",22.74%,,,,,,,,,,
2489,OH,Ohio,8,H4OH08054,,Eric  ,Gurr,"Gurr, Eric",,R,"3,812",5.77%,,,,,,,,,,
2490,OH,Ohio,8,n/a,,,,,Party Votes:,R,"66,103",,,,,,,,,,,
2491,OH,Ohio,8,H4OH08070 ,,Tom,Poetter,"Poetter, Tom",,D,"8,911",54.64%,,,"51,534",27.36%,,,,,,
2492,OH,Ohio,8,H4OH08088 ,,Matthew J.,Guyette,"Guyette, Matthew J.",,D,"7,399",45.36%,,,,,,,,,,
2493,OH,Ohio,8,n/a,,,,,Party Votes:,D,"16,310",,,,,,,,,,,
2494,OH,Ohio,8,H0OH08128,,"James J., Jr.",Condit,"Condit, James J., Jr.",,CON,60,100.00%,,,"10,257",5.45%,,,,,,
2495,OH,Ohio,8,n/a,,,,,Party Votes:,CON,60,,,,,,,,,,,
2496,OH,Ohio,8,n/a,,,,,District Votes:,,"82,473",,,,"188,330",,,,,,,
2497,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2498,OH,Ohio,9,H2OH09031,(I),Marcy,Kaptur,"Kaptur, Marcy",,D,"32,464",100.00%,,,"108,870",67.74%,,,,,W,
2499,OH,Ohio,9,n/a,,,,,Party Votes:,D,"32,464",,,,,,,,,,,
2500,OH,Ohio,9,H4OH09102 ,,Richard,May,"May, Richard",,R,"9,587",72.23%,,,"51,704",32.17%,,,,,,
2501,OH,Ohio,9,H4OH09094,,"Robert C., Jr.",Horrocks,"Horrocks, Robert C., Jr.",,R,"3,686",27.77%,,,,,,,,,,
2502,OH,Ohio,9,n/a,,,,,Party Votes:,R,"13,273",,,,,,,,,,,
2503,OH,Ohio,9,H4OH09086,,Cory,Hoffman,"Hoffman, Cory",,W,,,,,112,0.07%,,,,,,
2504,OH,Ohio,9,H4OH09128,,George A.,Skalsky,"Skalsky, George A.",,W,,,,,29,0.02%,,,,,,
2505,OH,Ohio,9,n/a,,,,,District Votes:,,"45,737",,,,"160,715",,,,,,,
2506,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2507,OH,Ohio,10,H2OH03067,(I),Mike,Turner,"Turner, Mike",,R,"32,550",79.85%,,,"130,752",65.18%,,,,,W,
2508,OH,Ohio,10,H0OH07104,,John D.,Anderson,"Anderson, John D.",,R,"8,214",20.15%,,,,,,,,,,
2509,OH,Ohio,10,n/a,,,,,Party Votes:,R,"40,764",,,,,,,,,,,
2510,OH,Ohio,10,H4OH10167 ,,Robert,Klepinger,"Klepinger, Robert",,D,"9,645",55.75%,,,"63,249",31.53%,,,,,,
2511,OH,Ohio,10,H4OH10159 ,,Bill,Conner,"Conner, Bill",,D,"7,655",44.25%,,,,,,,,,,
2512,OH,Ohio,10,n/a,,,,,Party Votes:,D,"17,300",,,,,,,,,,,
2513,OH,Ohio,10,H0OH08136,,David A.,Harlow,"Harlow, David A.",,LIB,221,100.00%,,,"6,605",3.29%,,,,,,
2514,OH,Ohio,10,n/a,,,,,Party Votes:,LIB,221,,,,,,,,,,,
2515,OH,Ohio,10,n/a,,,,,District Votes:,,"58,285",,,,"200,606",,,,,,,
2516,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2517,OH,Ohio,11,H8OH11141,(I),Marcia L.,Fudge,"Fudge, Marcia L.",,D,"55,088",100.00%,,,"137,105",79.45%,,,,,W,
2518,OH,Ohio,11,n/a,,,,,Party Votes:,D,"55,088",,,,,,,,,,,
2519,OH,Ohio,11,H4OH11066,,Mark,Zetzer,"Zetzer, Mark",,R,"8,839",100.00%,,,"35,461",20.55%,,,,,,
2520,OH,Ohio,11,n/a,,,,,Party Votes:,R,"8,839",,,,,,,,,,,
2521,OH,Ohio,11,n/a,,,,,District Votes:,,"63,927",,,,"172,566",,,,,,,
2522,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2523,OH,Ohio,12,H0OH12062,(I),Pat,Tiberi,"Tiberi, Pat",,R,"46,186",100.00%,,,"150,573",68.11%,,,,,W,
2524,OH,Ohio,12,n/a,,,,,Party Votes:,R,"46,186",,,,,,,,,,,
2525,OH,Ohio,12,H4OH12072 ,,David Arthur,Tibbs,"Tibbs, David Arthur",,D,"18,259",100.00%,,,"61,360",27.75%,,,,,,
2526,OH,Ohio,12,n/a,,,,,Party Votes:,D,"18,259",,,,,,,,,,,
2527,OH,Ohio,12,H4OH12064 ,,Bob,Hart,"Hart, Bob",,GRE,155,100.00%,,,"9,148",4.14%,,,,,,
2528,OH,Ohio,12,n/a,,,,,Party Votes:,GRE,155,,,,,,,,,,,
2529,OH,Ohio,12,n/a,,,,,District Votes:,,"64,600",,,,"221,081",,,,,,,
2530,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2531,OH,Ohio,13,H2OH17109,(I),Tim,Ryan,"Ryan, Tim",,D,"45,585",85.05%,,,"120,230",68.49%,,,,,W,
2532,OH,Ohio,13,H4OH00028,,John Stephen,Luchansky,"Luchansky, John Stephen",,D,"8,016",14.95%,,,,,,,,,,
2533,OH,Ohio,13,n/a,,,,,Party Votes:,D,"53,601",,,,,,,,,,,
2534,OH,Ohio,13,H8OH11133,,Thomas,Pekarek,"Pekarek, Thomas",,R,351,100.00%,,,"55,233",31.46%,,,,,,
2535,OH,Ohio,13,n/a,,,,,Party Votes:,R,351,,,,,,,,,,,
2536,OH,Ohio,13,H4OH13104,,David Allen,Pastorius,"Pastorius, David Allen",,W,,,,,86,0.05%,,,,,,
2537,OH,Ohio,13,n/a,,,,,District Votes:,,"53,952",,,,"175,549",,,,,,,
2538,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2539,OH,Ohio,14,H2OH14064 ,(I),David P.,Joyce,"Joyce, David P.",,R,"27,547",54.99%,,,"135,736",63.26%,,,,,W,
2540,OH,Ohio,14,H4OH14110,,Matt ,Lynch,"Lynch, Matt ",,R,"22,546",45.01%,,,,,,,,,,
2541,OH,Ohio,14,n/a,,,,,Party Votes:,R,"50,093",,,,,,,,,,,
2542,OH,Ohio,14,H4OH14102,,Michael ,Wager,"Wager, Michael ",,D,"23,533",100.00%,,,"70,856",33.02%,,,,,,
2543,OH,Ohio,14,n/a,,,,,Party Votes:,D,"23,533",,,,,,,,,,,
2544,OH,Ohio,14,H8OH14103,,David ,Macko,"Macko, David ",,LIB,259,100.00%,,,"7,988",3.72%,,,,,,
2545,OH,Ohio,14,n/a,,,,,Party Votes:,LIB,259,,,,,,,,,,,
2546,OH,Ohio,14,n/a,,,,,District Votes:,,"73,885",,,,"214,580",,,,,,,
2547,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2548,OH,Ohio,15,H8OH15076 ,(I),Steve,Stivers,"Stivers, Steve",,R,"36,569",90.14%,,,"128,496",66.02%,,,,,W,
2549,OH,Ohio,15,H4OH15067,,Charles S.,Chope,"Chope, Charles S.",,R,"3,999",9.86%,,,,,,,,,,
2550,OH,Ohio,15,n/a,,,,,Party Votes:,R,"40,568",,,,,,,,,,,
2551,OH,Ohio,15,H2OH15095 ,,Scott,Wharton,"Wharton, Scott",,D,"18,336",100.00%,,,"66,125",33.98%,,,,,,
2552,OH,Ohio,15,n/a,,,,,Party Votes:,D,"18,336",,,,,,,,,,,
2553,OH,Ohio,15,n/a,,,,,District Votes:,,"58,904",,,,"194,621",,,,,,,
2554,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2555,OH,Ohio,16,H0OH16097,(I),Jim,Renacci,"Renacci, Jim",,R,"37,040",100.00%,,,"132,176",63.74%,,,,,W,
2556,OH,Ohio,16,n/a,,,,,Party Votes:,R,"37,040",,,,,,,,,,,
2557,OH,Ohio,16,H4OH16115 ,,Pete ,Crossland,"Crossland, Pete ",,D,"14,635",58.05%,,,"75,199",36.26%,,,,,,
2558,OH,Ohio,16,H4OH16107 ,,James ,Donenwirth,"Donenwirth, James ",,D,"10,575",41.95%,,,,,,,,,,
2559,OH,Ohio,16,n/a,,,,,Party Votes:,D,"25,210",,,,,,,,,,,
2560,OH,Ohio,16,n/a,,,,,District Votes:,,"62,250",,,,"207,375",,,,,,,
2561,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
2562,OH,Ohio,H,n/a,,,,,Total State Votes:,,"907,607",,,,"3,000,161",,,,,,,
2563,,,,n/a,,,,,,,,,,,,,,,,,,
2564,OK,Oklahoma,1,H2OK01143,(I),Jim,Bridenstine,"Bridenstine, Jim",,R,Unopposed,,,,Unopposed,,,,,,W,
2565,OK,Oklahoma,1,n/a,,,,,District Votes:,,,,,,,,,,,,,
2566,OK,Oklahoma,,n/a,,,,,,,,,,,,,,,,,,
2567,OK,Oklahoma,2,H2OK02083,(I),Markwayne,Mullin,"Mullin, Markwayne",,R,"26,245",79.73%,,,"110,925",70.03%,,,,,W,
2568,OK,Oklahoma,2,H4OK02147,,Darrel,Robertson,"Robertson, Darrel",,R,"6,673",20.27%,,,,,,,,,,
2569,OK,Oklahoma,2,n/a,,,,,Party Votes:,R,"32,918",,,,,,,,,,,
2570,OK,Oklahoma,2,H2OK02166,,Earl E.,Everett,"Everett, Earl E.",,D,"33,119",62.57%,,,"38,964",24.60%,,,,,,
2571,OK,Oklahoma,2,H4OK02154,,Joshua,Harris-Till,"Harris-Till, Joshua",,D,"19,813",37.43%,,,,,,,,,,
2572,OK,Oklahoma,2,n/a,,,,,Party Votes:,D,"52,932",,,,,,,,,,,
2573,OK,Oklahoma,2,H4OK02162,,Jon,Douthitt,"Douthitt, Jon",,IND,,,,,"8,518",5.38%,,,,,,
2574,OK,Oklahoma,2,n/a,,,,,District Votes:,,"85,850",,,,"158,407",,,,,,,
2575,OK,Oklahoma,,n/a,,,,,,,,,,,,,,,,,,
2576,OK,Oklahoma,3,H4OK06056,(I),Frank D.,Lucas,"Lucas, Frank D.",,R,"54,847",82.82%,,,"133,335",78.62%,,,,,W,
2577,OK,Oklahoma,3,H4OK03046,,Robert,Hubbard,"Hubbard, Robert",,R,"7,925",11.97%,,,,,,,,,,
2578,OK,Oklahoma,3,H2OK03081,,Timothy Ray,Murray,"Murray, Timothy Ray",,R,"3,449",5.21%,,,,,,,,,,
2579,OK,Oklahoma,3,n/a,,,,,Party Votes:,R,"66,221",,,,,,,,,,,
2580,OK,Oklahoma,3,H8OK03047,,Frankie,Robbins,"Robbins, Frankie",,D,Unopposed,,,,"36,270",21.38%,,,,,,
2581,OK,Oklahoma,3,n/a,,,,,District Votes:,,"66,221",,,,"169,605",,,,,,,
2582,OK,Oklahoma,,n/a,,,,,,,,,,,,,,,,,,
2583,OK,Oklahoma,4,H2OK04055,(I),Tom,Cole,"Cole, Tom",,R,"40,790",84.45%,,,"117,721",70.80%,,,,,W,
2584,OK,Oklahoma,4,H4OK04143,,Anna,Flatt,"Flatt, Anna",,R,"7,511",15.55%,,,,,,,,,,
2585,OK,Oklahoma,4,n/a,,,,,Party Votes:,R,"48,301",,,,,,,,,,,
2586,OK,Oklahoma,4,H4OK05066,,Bert,Smith,"Smith, Bert",,D,"24,268",81.56%,,,"40,998",24.66%,,,,,,
2587,OK,Oklahoma,4,H4OK04135,,Tae,Si,"Si, Tae",,D,"5,485",18.44%,,,,,,,,,,
2588,OK,Oklahoma,4,n/a,,,,,Party Votes:,D,"29,753",,,,,,,,,,,
2589,OK,Oklahoma,4,H4OK04150,,Dennis B.,Johnson,"Johnson, Dennis B.",,IND,,,,,"7,549",4.54%,,,,,,
2590,OK,Oklahoma,4,n/a,,,,,District Votes:,,"78,054",,,,"166,268",,,,,,,
2591,OK,Oklahoma,,n/a,,,,,,,,,,,,,,,,,,
2592,OK,Oklahoma,5,H4OK05132,,Steve,Russell,"Russell, Steve",,R,"14,604",26.57%,"19,374",59.26%,"95,632",60.10%,,,,,W,
2593,OK,Oklahoma,5,H4OK05108,,Patrice,Douglas,"Douglas, Patrice",,R,"13,445",24.46%,"13,319",40.74%,,,,,,,,
2594,OK,Oklahoma,5,H4OK05116,,Clark,Jolley,"Jolley, Clark",,R,"9,232",16.80%,,,,,,,,,,
2595,OK,Oklahoma,5,H4OK05140,,Mike,Turner,"Turner, Mike",,R,"7,760",14.12%,,,,,,,,,,
2596,OK,Oklahoma,5,H0OK05130,,Shane David,Jett,"Jett, Shane David",,R,"7,022",12.78%,,,,,,,,,,
2597,OK,Oklahoma,5,H4OK05157,,Harvey,Sparks,"Sparks, Harvey",,R,"2,898",5.27%,,,,,,,,,,
2598,OK,Oklahoma,5,n/a,,,,,Party Votes:,R,"54,961",,"32,693",,,,,,,,,
2599,OK,Oklahoma,5,H4OK05124,,Al,McAffrey,"McAffrey, Al",,D,"8,507",30.89%,"10,417",54.23%,"57,790",36.32%,,,,,,
2600,OK,Oklahoma,5,H0OK05155,,Tom,Guild,"Guild, Tom",,D,"11,603",42.13%,"8,793",45.77%,,,,,,,,
2601,OK,Oklahoma,5,H4OK05165,,Leona,Leonard,"Leonard, Leona",,D,"7,431",26.98%,,,,,,,,,,
2602,OK,Oklahoma,5,n/a,,,,,Party Votes:,D,"27,541",,"19,210",,,,,,,,,
2603,OK,Oklahoma,5,H6OK04098,,Robert T.,Murphy,"Murphy, Robert T.",,IND,,,,,"2,176",1.37%,,,,,,
2604,OK,Oklahoma,5,H4OK05173,,Tom,Boggs,"Boggs, Tom",,IND,,,,,"2,065",1.30%,,,,,,
2605,OK,Oklahoma,5,H4OK05181,,Buddy,Ray,"Ray, Buddy",,IND,,,,,"1,470",0.92%,,,,,,
2606,OK,Oklahoma,5,n/a,,,,,District Votes:,,"82,502",,"51,903",,"159,133",,,,,,,
2607,OK,Oklahoma,,n/a,,,,,,,,,,,,,,,,,,
2608,OK,Oklahoma,H,n/a,,,,,Total State Votes:,,"312,627",,"51,903",,"653,413",,,,,,,
2609,OK,Oklahoma,,n/a,,,,,,,,,,,,,,,,,,
2610,OK,Oklahoma,,n/a,,,,,,,,,,,,,,,,,,
2611,,,,n/a,,,,,,,,,,,,,,,,,,
2612,OR,Oregon,1,H2OR01133 ,(I),Suzanne ,Bonamici,"Bonamici, Suzanne ",,D,"50,903",98.83%,,,"160,038",57.31%,,,,,W,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2613,OR,Oregon,1,n/a,,,Scattered,Scattered,,W(D),601,1.17%,,,,,,,,,,
2614,OR,Oregon,1,n/a,,,,,Party Votes:,D,"51,504",,,,,,,,,,,
2615,OR,Oregon,1,H4OR01113,,Jason,Yates,"Yates, Jason",,R,"16,466",42.29%,,,"96,245",34.47%,,,,,,
2616,OR,Oregon,1,H2OR01190,,Delinda Delgado,Morgan,"Morgan, Delinda Delgado",,R,"15,521",39.86%,,,,,,,,,,
2617,OR,Oregon,1,H4OR02186,,Bob,Niemeyer,"Niemeyer, Bob",,R,"6,637",17.05%,,,,,,,,,,
2618,OR,Oregon,1,n/a,,,Scattered,Scattered,,W(R),312,0.80%,,,,,,,,,,
2619,OR,Oregon,1,n/a,,,,,Party Votes:,R,"38,936",,,,,,,,,,,
2620,OR,Oregon,1,H2OR01224,,James,Foster,"Foster, James",,LIB,*,,,,"11,213",4.02%,,,,,,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2621,OR,Oregon,1,H2OR01216,,Steven C.,Reynolds,"Reynolds, Steven C.",,PRO/PG,*,,,,"11,163",4.00%,,,,,,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2622,OR,Oregon,1,n/a,,,,,,,,,,,,,,,,,,
2623,OR,Oregon,1,n/a,,,Scattered,Scattered,,W,,,,,594,0.21%,,,,,,
2624,OR,Oregon,1,n/a,,,,,District Votes:,,"90,440",,,,"279,253",,,,,,,
2625,OR,Oregon,,n/a,,,,,,,,,,,,,,,,,,
2626,OR,Oregon,,n/a,,,,,,,,,,,,,,,,,,
2627,OR,Oregon,2,H6OR02116 ,(I),Greg ,Walden,"Walden, Greg ",,R,"64,603",75.53%,,,"202,374",70.41%,,,,,W,
2628,OR,Oregon,2,H4OR02160,,Dennis B.,Linthicum,"Linthicum, Dennis B.",,R,"20,745",24.25%,,,,,,,,,,
2629,OR,Oregon,2,n/a,,,Scattered,Scattered,,W(R),185,0.22%,,,,,,,,,,
2630,OR,Oregon,2,n/a,,,,,Party Votes:,R,"85,533",,,,,,,,,,,
2631,OR,Oregon,2,H4OR02178 ,,Aelea ,Christofferson,"Christofferson, Aelea ",,D,"24,407",61.77%,,,"73,785",25.67%,,,,,,
2632,OR,Oregon,2,H4OR02194,,Barney ,Spera,"Spera, Barney ",,D,"7,996",20.24%,,,,,,,,,,
2633,OR,Oregon,2,H2OR02149,,C. F. (Frank),Vulliet,"Vulliet, C. F. (Frank)",,D,"6,103",15.45%,,,,,,,,,,
2634,OR,Oregon,2,n/a,,,Scattered,Scattered,,W(D),"1,007",2.55%,,,,,,,,,,
2635,OR,Oregon,2,n/a,,,,,Party Votes:,D,"39,513",,,,,,,,,,,
2636,OR,Oregon,2,H4OR02202,,Sharon L.,Durbin,"Durbin, Sharon L.",,LIB,*,,,,"10,491",3.65%,,,,,,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2637,OR,Oregon,2,n/a,,,,,,,,,,,,,,,,,,
2638,OR,Oregon,2,n/a,,,Scattered,Scattered,,W,,,,,775,0.27%,,,,,,
2639,OR,Oregon,2,n/a,,,,,District Votes:,,"125,046",,,,"287,425",,,,,,,
2640,OR,Oregon,,n/a,,,,,,,,,,,,,,,,,,
2641,OR,Oregon,3,H6OR03064 ,(I),Earl ,Blumenauer,"Blumenauer, Earl ",,D,"69,753",98.63%,,,"211,748",72.33%,,,,,W,
2642,OR,Oregon,3,n/a,,,Scattered,Scattered,,W(D),969,1.37%,,,,,,,,,,
2643,OR,Oregon,3,n/a,,,,,Party Votes:,D,"70,722",,,,,,,,,,,
2644,OR,Oregon,3,H4OR03101,,James,Buchal,"Buchal, James",,R,"15,083",97.81%,,,"57,424",19.61%,,,,,,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2645,OR,Oregon,3,n/a,,,Scattered,Scattered,,W(R),338,2.19%,,,,,,,,,,
2646,OR,Oregon,3,n/a,,,,,Party Votes:,R,"15,421",,,,,,,,,,,
2647,OR,Oregon,3,H8OR03052,,Michael,Meo,"Meo, Michael",,PG,*,,,,"12,106",4.14%,,,,,,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2648,OR,Oregon,3,H4OR03127,,Jeffrey J.,Langan,"Langan, Jeffrey J.",,LIB,*,,,,"6,381",2.18%,,,,,,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2649,OR,Oregon,3,H4OR03135,,David ,Walker,"Walker, David ",,NAF,,,,,"4,009",1.37%,,,,,,
2650,OR,Oregon,3,n/a,,,,,,,,,,,,,,,,,,
2651,OR,Oregon,3,n/a,,,,,,,,,,,,,,,,,,
2652,OR,Oregon,3,n/a,,,Scattered,Scattered,,W,,,,,"1,089",0.37%,,,,,,
2653,OR,Oregon,3,n/a,,,,,District Votes:,,"86,143",,,,"292,757",,,,,,,
2654,OR,Oregon,,n/a,,,,,,,,,,,,,,,,,,
2655,OR,Oregon,4,H6OR04047,(I),Peter A.,DeFazio,"DeFazio, Peter A.",,D,"57,970",98.28%,,,"181,624",58.55%,,,,,W,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2656,OR,Oregon,4,n/a,,,Scattered,Scattered,,W(D),"1,016",1.72%,,,,,,,,,,
2657,OR,Oregon,4,n/a,,,,,Party Votes:,D,"58,986",,,,,,,,,,,
2658,OR,Oregon,4,H0OR04081,,Art,Robinson,"Robinson, Art",,R,"45,391",97.31%,,,"116,534",37.57%,,,,,,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2659,OR,Oregon,4,n/a,,,Scattered,Scattered,,W(R),"1,255",2.69%,,,,,,,,,,
2660,OR,Oregon,4,n/a,,,,,Party Votes:,R,"46,646",,,,,,,,,,,
2661,OR,Oregon,4,n/a,,,,,,,,,,,,,,,,,,
2662,OR,Oregon,4,H8OR04134,,Mike,Beilstein,"Beilstein, Mike",,PG,*,,,,"6,863",2.21%,,,,,,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2663,OR,Oregon,4,H4OR04109,,David L.,Chester,"Chester, David L.",,LIB,*,,,,"4,676",1.51%,,,,,,"*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
2664,OR,Oregon,4,n/a,,,Scattered,Scattered,,W,,,,,482,0.16%,,,,,,
2665,OR,Oregon,4,n/a,,,,,District Votes:,,"105,632",,,,"310,179",,,,,,,
2666,OR,Oregon,,n/a,,,,,,,,,,,,,,,,,,
2667,OR,Oregon,5,H8OR05107 ,(I),Kurt,Schrader,"Schrader, Kurt",,D,"42,041",83.10%,,,"150,944",53.70%,,,,,W,
2668,OR,Oregon,5,H4OR05254 ,,Anita,Brown,"Brown, Anita",,D,"8,106",16.02%,,,,,,,,,,
2669,OR,Oregon,5,n/a,,,Scattered,Scattered,,W(D),445,0.88%,,,,,,,,,,
2670,OR,Oregon,5,n/a,,,,,Party Votes:,D,"50,592",,,,,,,,,,,
2671,OR,Oregon,5,n/a,,,,,,,,,,,,,,,,,,
